market_id,market_slug,question,condition_id,yes_token_id,no_token_id,city,city_raw,market_date_local,market_date_raw,market_type,threshold,range_low,range_high,temp_unit,precision,metric_type,parse_status,country,station_id,lat,lon,timezone,settlement_source_type,settlement_url,market_enabled,disabled_reason
1886257,highest-temperature-in-london-on-april-10-2026-23c,Will the highest temperature in London be 23°C on April 10?,0xf1acc3203fda382768cbb887fb42c52b6232858d1da96957bd20d20851d4f11b,27564002056609552440396969306342107366793468807048012156541964887351597767058,5259007312987332573976715452815531617445932947663116782501134453518993786284,London,London,2026-04-10,April 10,exact,23.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1886258,highest-temperature-in-london-on-april-10-2026-24c,Will the highest temperature in London be 24°C on April 10?,0xb35d0c121cebad694592923d5c981fda83f29326ebba4829e9b575edaac0e9cc,108310632217836645659766362559654456270813713311680919301362791998485881467024,83058662479623831424716468112473120431590117209207799364762187814965865306981,London,London,2026-04-10,April 10,exact,24.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1886259,highest-temperature-in-london-on-april-10-2026-25c,Will the highest temperature in London be 25°C on April 10?,0xc6402e6dd382fe3aecc8b711877e7b09b849af0ef49fb799cf998f6373573124,77865955857716771865837464377557171233182460316878043035872849853154576779935,94976695449234082626599537001419193448469982696586364808949964193959902448221,London,London,2026-04-10,April 10,exact,25.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1886261,highest-temperature-in-london-on-april-10-2026-26corhigher,Will the highest temperature in London be 26°C or higher on April 10?,0xcad31efaa56d85f17f98bcea075e80d6066f4f1bc308ee9c67f9a134ff24d2aa,87823550687922897423492018972883281798841145292943885152820054767802867120867,106398509529975489321828175806011449697474394693577957417242819265579940481166,London,London,2026-04-10,April 10,higher,26.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1886266,highest-temperature-in-paris-on-april-10-2026-18corbelow,Will the highest temperature in Paris be 18°C or below on April 10?,0xa736c54b64a36edc657763bab62b32ffce52fc59b8e57448943d579926ce619e,92805609189199379670628594547633937609445216173486929462607416077287692150365,33963707929142276022776723843952810190484208235913898824455439280958814378627,Paris,Paris,2026-04-10,April 10,below,18.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886267,highest-temperature-in-paris-on-april-10-2026-19c,Will the highest temperature in Paris be 19°C on April 10?,0x8933195f8379c2c10ddb5fdad7f53199c0d9facc226d473408387ab88cfe7c6c,30717793873822908248787985073154395638055214958691757397199281614058717585920,33682897180816068002825840447310145425719211125156977853515771962966186261184,Paris,Paris,2026-04-10,April 10,exact,19.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886268,highest-temperature-in-paris-on-april-10-2026-20c,Will the highest temperature in Paris be 20°C on April 10?,0xd62e774dafdca939806ad492c4ef182a2e96b30351b1227b7d7d3bd5741954b9,54850779345907324135392008125253271296224179344821822179242278543667427059281,22497572711112331815886002052300919092242244882529871235198627312569954040728,Paris,Paris,2026-04-10,April 10,exact,20.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886269,highest-temperature-in-paris-on-april-10-2026-21c,Will the highest temperature in Paris be 21°C on April 10?,0x574b9954ac44fcb441036bb18abafe2b2838c7ddae8a199ea81eb95b2d0eb987,102505474341721875215587451686698746228657663670620931789808219354396810448794,5217690810923322609205655152910779408183174687889103646312111050071728497208,Paris,Paris,2026-04-10,April 10,exact,21.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886270,highest-temperature-in-paris-on-april-10-2026-22c,Will the highest temperature in Paris be 22°C on April 10?,0x28bb1631bb14dd36aadb70fcaccbf281a8dff7b5547b793757375d3924e6290b,70324473789009426989646801268221494727508981616811314735874051068210480504857,52664131949488188844388411098778935787394464671270743282094779271977352961258,Paris,Paris,2026-04-10,April 10,exact,22.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886271,highest-temperature-in-paris-on-april-10-2026-23c,Will the highest temperature in Paris be 23°C on April 10?,0x8ca0bd5c5c88bc053ac98421ed3e334a635fc11b01781668b14b6c807be385fe,4432247820184159549196591611146582144957560578810274457683819219120442920492,111490284254638175525100971682707089323030747927276773627514254751907913511368,Paris,Paris,2026-04-10,April 10,exact,23.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886272,highest-temperature-in-paris-on-april-10-2026-24c,Will the highest temperature in Paris be 24°C on April 10?,0x86644fbed95803ede97821a5eca5a6bcc5964c89af682f006387e675c51e5e5a,105528789089259546026508392646979138103578962550814982619064798780093833920465,32632591006253757010398805587172943293113911127471318575356209249935240109936,Paris,Paris,2026-04-10,April 10,exact,24.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886273,highest-temperature-in-paris-on-april-10-2026-25c,Will the highest temperature in Paris be 25°C on April 10?,0x264de4cfcce47ea25faf3a92db7448d5dcac6db2ab53fea846d92d569ab375a4,22698577377054054353732250524160760010019689269959179521844599587596049299220,44919809342371347358091752299398624211344828211021618975253855714724605865984,Paris,Paris,2026-04-10,April 10,exact,25.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886274,highest-temperature-in-paris-on-april-10-2026-26c,Will the highest temperature in Paris be 26°C on April 10?,0x040343f4e8789f34ca8b5814b35d3faab9d25f5fa2db174c6346572f5899a471,60748635149189726790831097890955262470644410268914249955702479864352984583852,31400273208559396461427100127051994721320232732396895626229664475874096131551,Paris,Paris,2026-04-10,April 10,exact,26.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886275,highest-temperature-in-paris-on-april-10-2026-27c,Will the highest temperature in Paris be 27°C on April 10?,0xc9eb715af97d2a44cb58ce0b352ec86f1a7db6f8f2ae64d2b92c79fe54813563,94162910594446002624824678587482533609107836457278925587387646897718662150967,85678744277154645038762489997209421140236110141451393610888036480656359681429,Paris,Paris,2026-04-10,April 10,exact,27.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1886276,highest-temperature-in-paris-on-april-10-2026-28corhigher,Will the highest temperature in Paris be 28°C or higher on April 10?,0xd748535092494111208db0c336942e600e5d0fda681840d94243db7bf3c98b59,63521031148773993756012434229921415067475226237539803287206547619266489046744,30909030528396415837961689030585756913859346218612632290109436680328517262762,Paris,Paris,2026-04-10,April 10,higher,28.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901621,highest-temperature-in-london-on-april-11-2026-13corbelow,Will the highest temperature in London be 13°C or below on April 11?,0xc77d5b3ef4fe5c81cd166106063fb0aee4fd29f7ecc0dbf500b4f7dba7f9820b,25500110573418678470819407927842293538322307496631326549634614680736892466552,23280467714948967976922574069975790558389424924745566527841677789445413228101,London,London,2026-04-11,April 11,below,13.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901622,highest-temperature-in-london-on-april-11-2026-14c,Will the highest temperature in London be 14°C on April 11?,0x8370a2d2f66036faf8844965fae425601c590b02602f6f348ce280bae7285ed4,3256139010248330628832463906628821325665900216449701426498564702162267794120,66839366347623325743987730843820928121681214170313917288891164900636834149630,London,London,2026-04-11,April 11,exact,14.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901624,highest-temperature-in-london-on-april-11-2026-15c,Will the highest temperature in London be 15°C on April 11?,0xa254fb6d79d7e758a5991a3a8cdc319b23502e4d7946563b76877d5e50cbe9de,110103547351303385570320426998943187095236493015212538951825581164767618975945,32405329819535814400871345883746843354069440604027578783989797975354141503299,London,London,2026-04-11,April 11,exact,15.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901625,highest-temperature-in-london-on-april-11-2026-16c,Will the highest temperature in London be 16°C on April 11?,0xf04eee2dcd8303aac7f636f5bc4e899d421e83831f4d68908d3111385344441c,3152337622807675375593666985322558919351456393938915163899663552903526916647,53762390346297847648759638764168023251666616540771669187690223764783982871679,London,London,2026-04-11,April 11,exact,16.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901626,highest-temperature-in-london-on-april-11-2026-17c,Will the highest temperature in London be 17°C on April 11?,0x0fa4263b7685bdf4ea4f7786cd9600364e794da4d7aed951ce8c558a264defa3,47179435312736378070509221209935689417176259743069961712265726820072786081374,112500588554097155107659137596070657598784599918155639715957634522858840084727,London,London,2026-04-11,April 11,exact,17.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901627,highest-temperature-in-london-on-april-11-2026-18c,Will the highest temperature in London be 18°C on April 11?,0xdc5e54439efdf0c354f142e6048f47840c9aac99a898765210fbb2ae612d6530,99110957727996763937497214824069360160635773329877221976649593101292838049565,8524172274693362079957864115193084629031915199679218748040963234620941820854,London,London,2026-04-11,April 11,exact,18.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901628,highest-temperature-in-london-on-april-11-2026-19c,Will the highest temperature in London be 19°C on April 11?,0x2d22638340f21bafb8a809ca0e19617d309223c972221e8b2c1992da49a85d17,65545962352953235381908198791164936769768129281605951381471623588081810563408,68550362815874269549272159524480883096874696011775369155136955784007148398569,London,London,2026-04-11,April 11,exact,19.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901630,highest-temperature-in-london-on-april-11-2026-20c,Will the highest temperature in London be 20°C on April 11?,0x494fe8b81f02adcd6ed36c79774e3874edec193546499c708c3cb9c3841a87e5,35393390494391389935145768398294063862409415943225978294024198849233908684198,12623683463902729070026845995941901235333240802725466620318413201679749689580,London,London,2026-04-11,April 11,exact,20.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901631,highest-temperature-in-london-on-april-11-2026-21c,Will the highest temperature in London be 21°C on April 11?,0x6a0b55ba6bf1b2453b5de61a5476213e4a9333dc5ee1226ad0e58626a08c49a0,86081149956009765170905469373053934234683481896337143550817717088388033961252,14002186828913291217872536767398035956864659133385468072527427962209666578867,London,London,2026-04-11,April 11,exact,21.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901632,highest-temperature-in-london-on-april-11-2026-22c,Will the highest temperature in London be 22°C on April 11?,0x45601499776cc5ace63f658a802d89c39c31ef4c278e87a4d1fa3fc92bc75269,72980678675584672736684350862301414987929089079751893815772412048070052252793,23638645501985923240145764719442110250930304865163107927391309209071201666149,London,London,2026-04-11,April 11,exact,22.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901633,highest-temperature-in-london-on-april-11-2026-23corhigher,Will the highest temperature in London be 23°C or higher on April 11?,0xc40dc8f38ce1e8ea271a91f16b72fab358b23849db589a947bd83634ed4b22a1,77031723200306571935018972422831506690479907122466565052051858611092678111793,84777363917633777505284947833538948564995172316952208535449162829920569161561,London,London,2026-04-11,April 11,higher,23.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1901638,highest-temperature-in-paris-on-april-11-2026-18corbelow,Will the highest temperature in Paris be 18°C or below on April 11?,0x1d2e8c742d4e9dc3b04d76664d77d87da17aa6f98dd84fd3190616bec4fd8205,102704054976723712143730749173293432353941617400171090366496292565607417211758,34266912683256899054802492345200335873701320548977235388406894770753552747976,Paris,Paris,2026-04-11,April 11,below,18.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901639,highest-temperature-in-paris-on-april-11-2026-19c,Will the highest temperature in Paris be 19°C on April 11?,0xdfd1003f0d11202b30335b4608f129697f5e5eeb536d01d158c923f4aae214a7,27758257601931667247343099222831238041619954192713744099566746265124391557794,113673369476659036428523286930799435426867302622322371533664085907411329370773,Paris,Paris,2026-04-11,April 11,exact,19.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901641,highest-temperature-in-paris-on-april-11-2026-20c,Will the highest temperature in Paris be 20°C on April 11?,0xe9f372dec4c74723eb8f46093d06d56e18cd62055d2692fa2158be659a456820,14775836023177508097610797022291563636305621571446257418354120895727725478819,64396393330636999592664520414215118550336806776311476069258370136000741612808,Paris,Paris,2026-04-11,April 11,exact,20.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901643,highest-temperature-in-paris-on-april-11-2026-21c,Will the highest temperature in Paris be 21°C on April 11?,0x653542ce9b34467675b9719658dc2c36325a11c37192c256fed541bfc52b1363,46134969981671377269769636178213276970321025933952272068093341401466072466174,16141316478806154007815670938441413444092611400396010547443227453075990752470,Paris,Paris,2026-04-11,April 11,exact,21.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901644,highest-temperature-in-paris-on-april-11-2026-22c,Will the highest temperature in Paris be 22°C on April 11?,0xba8e06c472285af420789238106cbff59cd8d03547c2093e539d380d2d91d5c6,20152262980571921059151429598434022516495830509868060195997042022451226803802,58399774172445571658139174518491123149367315458841404982765354891588042992115,Paris,Paris,2026-04-11,April 11,exact,22.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901645,highest-temperature-in-paris-on-april-11-2026-23c,Will the highest temperature in Paris be 23°C on April 11?,0x6d3f9009b5e25657e7f4e5b7eaf80be277e071dbc9cf1c8486825d060f0773f4,35262445855040200646772407511922827287610611008902733674539583380415341205285,34906651208824083765893876243058821541834296863570112297264997484901160254856,Paris,Paris,2026-04-11,April 11,exact,23.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901647,highest-temperature-in-paris-on-april-11-2026-24c,Will the highest temperature in Paris be 24°C on April 11?,0x5b1488245eb9b6781f5d0daf5999835a4a9a510da41dee353dce9f8292e2b55c,51887878616917688779151896364514128894466379122146819181893173483301212496156,29117261482983238471420182775116985717756069880807534400402210176434737238013,Paris,Paris,2026-04-11,April 11,exact,24.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901648,highest-temperature-in-paris-on-april-11-2026-25c,Will the highest temperature in Paris be 25°C on April 11?,0x787f4a6f706ad6689a4a330aecb97c23c0b871bc2dbe060a16917c3df508a14e,82981897562720778068499053481648031426091140996967950529918934724916840184786,26556390160329631514427400522174613233262176955829850281961336520601692727898,Paris,Paris,2026-04-11,April 11,exact,25.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901649,highest-temperature-in-paris-on-april-11-2026-26c,Will the highest temperature in Paris be 26°C on April 11?,0x3f407712970869ad17f1023d1594ed451a9d63b57267364e7de365e287c9cde9,57209433721320276899042637413985921988464526221851510790900795174056182448951,27884783164104782929193825756344663377772851793573663887084778108140819219693,Paris,Paris,2026-04-11,April 11,exact,26.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901650,highest-temperature-in-paris-on-april-11-2026-27c,Will the highest temperature in Paris be 27°C on April 11?,0xa4f44ee0e62ecca37f6cfbd0fa353086441060e8ec48b25abd982b35aa0fa16e,51646462366719526211159211980154781899504251023590716828602319986824186698298,85592949264637301670148012570984674094174053525678372649635889552619870866948,Paris,Paris,2026-04-11,April 11,exact,27.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1901651,highest-temperature-in-paris-on-april-11-2026-28corhigher,Will the highest temperature in Paris be 28°C or higher on April 11?,0xa9f0a537bac2efe3a374bdada826184c81fb00c5d492474cf139828af421fb74,31716247806124074328515314273881085774436372845236880188963454735353955487943,47848975698021284541348597279129201982250480819477793068329664396397022287728,Paris,Paris,2026-04-11,April 11,higher,28.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
